lower,upper,fortotals
01PLANT.Prunella vulgaris,08BIRD.Carduelis chloris,3.89E-03
01PLANT.Prunella vulgaris,08BIRD.Fringilla coelebs,8.04E-03
01PLANT.Prunus spinosa,08BIRD.Alectoris rufa,6.44E-01
01PLANT.Prunus spinosa,08BIRD.Carduelis cannabina,5.65E-02
01PLANT.Prunus spinosa,08BIRD.Carduelis carduelis,7.27E+00
01PLANT.Prunus spinosa,08BIRD.Carduelis chloris,2.54E-01
01PLANT.Prunus spinosa,08BIRD.Corvus frugilegus,1.97E-01
01PLANT.Prunus spinosa,08BIRD.Fringilla coelebs,1.23E-01
01PLANT.Quercus robur,08BIRD.Alectoris rufa,2.65E-01
01PLANT.Quercus robur,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Quercus robur,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Quercus robur,08BIRD.Carduelis chloris,8.03E-02
01PLANT.Quercus robur,08BIRD.Columba palumbus,1.99E+01
01PLANT.Quercus robur,08BIRD.Corvus frugilegus,3.05E+01
01PLANT.Quercus robur,08BIRD.Corvus monedula,2.71E+00
01PLANT.Quercus robur,08BIRD.Emberiza citrinella,8.63E-02
01PLANT.Quercus robur,08BIRD.Fringilla coelebs,1.12E+00
01PLANT.Quercus robur,08BIRD.Passer domesticus,7.00E-03
01PLANT.Ranunculus acris,08BIRD.Alauda arvensis,6.54E-03
01PLANT.Ranunculus acris,08BIRD.Carduelis cannabina,2.06E-03
01PLANT.Ranunculus acris,08BIRD.Carduelis carduelis,4.78E-02
01PLANT.Ranunculus acris,08BIRD.Carduelis chloris,8.59E-03
01PLANT.Ranunculus acris,08BIRD.Columba palumbus,2.87E-02
01PLANT.Ranunculus acris,08BIRD.Corvus monedula,2.05E-02
01PLANT.Ranunculus acris,08BIRD.Fringilla coelebs,1.50E-02
01PLANT.Ranunculus repens,08BIRD.Alauda arvensis,2.47E-02
01PLANT.Ranunculus repens,08BIRD.Carduelis cannabina,2.37E-02
01PLANT.Ranunculus repens,08BIRD.Carduelis carduelis,5.49E-01
01PLANT.Ranunculus repens,08BIRD.Carduelis chloris,6.32E-02
01PLANT.Ranunculus repens,08BIRD.Columba palumbus,2.18E-01
01PLANT.Ranunculus repens,08BIRD.Corvus frugilegus,5.39E-01
01PLANT.Ranunculus repens,08BIRD.Corvus monedula,1.06E-01
01PLANT.Ranunculus repens,08BIRD.Fringilla coelebs,8.88E-02
01PLANT.Ranunculus repens,08BIRD.Passer domesticus,5.19E-03
01PLANT.Rosa sp.,08BIRD.Alectoris rufa,1.88E-01
01PLANT.Rosa sp.,08BIRD.Carduelis cannabina,6.12E-04
01PLANT.Rosa sp.,08BIRD.Carduelis carduelis,7.88E-02
01PLANT.Rosa sp.,08BIRD.Carduelis chloris,2.90E-02
01PLANT.Rosa sp.,08BIRD.Fringilla coelebs,1.10E-02
01PLANT.Rubus fruticosus,08BIRD.Alectoris rufa,3.56E-01
01PLANT.Rubus fruticosus,08BIRD.Carduelis cannabina,8.15E-03
01PLANT.Rubus fruticosus,08BIRD.Carduelis carduelis,1.05E+00
01PLANT.Rubus fruticosus,08BIRD.Carduelis chloris,7.48E-02
01PLANT.Rubus fruticosus,08BIRD.Columba palumbus,2.73E-01
01PLANT.Rubus fruticosus,08BIRD.Corvus frugilegus,1.14E-01
01PLANT.Rubus fruticosus,08BIRD.Corvus monedula,1.86E-01
01PLANT.Rubus fruticosus,08BIRD.Emberiza citrinella,8.61E-02
01PLANT.Rubus fruticosus,08BIRD.Fringilla coelebs,3.03E-02
01PLANT.Rumex sp.,08BIRD.Alauda arvensis,6.08E-01
01PLANT.Rumex sp.,08BIRD.Alectoris rufa,8.61E-01
01PLANT.Rumex sp.,08BIRD.Carduelis cannabina,7.62E-02
01PLANT.Rumex sp.,08BIRD.Carduelis carduelis,7.65E-01
01PLANT.Rumex sp.,08BIRD.Carduelis chloris,2.71E-01
01PLANT.Rumex sp.,08BIRD.Columba palumbus,2.81E-02
01PLANT.Rumex sp.,08BIRD.Corvus frugilegus,1.52E+01
01PLANT.Rumex sp.,08BIRD.Corvus monedula,1.32E+01
01PLANT.Rumex sp.,08BIRD.Emberiza citrinella,7.75E-02
01PLANT.Rumex sp.,08BIRD.Fringilla coelebs,4.45E-01
01PLANT.Rumex sp.,08BIRD.Passer domesticus,9.94E+00
01PLANT.Rumex sp.,08BIRD.Streptopelia decaocto,8.68E-03
01PLANT.Sambucus nigra,08BIRD.Columba palumbus,2.74E-01
01PLANT.Sambucus nigra,08BIRD.Corvus frugilegus,8.42E+00
01PLANT.Sambucus nigra,08BIRD.Corvus monedula,2.32E+00
01PLANT.Sambucus nigra,08BIRD.Fringilla coelebs,1.06E-01
01PLANT.Sambucus nigra,08BIRD.Passer domesticus,7.00E-03
01PLANT.Senacio vulgaris,08BIRD.Alectoris rufa,1.02E-01
01PLANT.Senacio vulgaris,08BIRD.Carduelis cannabina,1.52E-04
01PLANT.Senacio vulgaris,08BIRD.Carduelis carduelis,3.26E-02
01PLANT.Senacio vulgaris,08BIRD.Carduelis chloris,4.63E-02
01PLANT.Senacio vulgaris,08BIRD.Fringilla coelebs,3.32E-03
01PLANT.Senacio vulgaris,08BIRD.Passer domesticus,8.71E-04
01PLANT.Silene dioica,08BIRD.Alectoris rufa,5.34E-02
01PLANT.Silene dioica,08BIRD.Emberiza citrinella,5.40E-02
01PLANT.Silene dioica,08BIRD.Fringilla coelebs,1.91E-01
01PLANT.Silene dioica,08BIRD.Passer domesticus,2.81E-04
01PLANT.Sinapis arvensis,08BIRD.Carduelis cannabina,2.36E+00
01PLANT.Sinapis arvensis,08BIRD.Carduelis chloris,4.64E+00
01PLANT.Sinapis arvensis,08BIRD.Columba palumbus,3.70E+00
01PLANT.Sinapis arvensis,08BIRD.Corvus frugilegus,6.48E-01
01PLANT.Sinapis arvensis,08BIRD.Corvus monedula,1.26E-01
01PLANT.Sinapis arvensis,08BIRD.Fringilla coelebs,3.29E+00
01PLANT.Sinapis arvensis,08BIRD.Passer domesticus,2.95E-02
01PLANT.Sonchus arvensis,08BIRD.Alectoris rufa,1.96E-03
01PLANT.Sonchus arvensis,08BIRD.Carduelis cannabina,9.40E-05
01PLANT.Sonchus arvensis,08BIRD.Carduelis carduelis,3.38E-02
01PLANT.Sonchus arvensis,08BIRD.Carduelis chloris,2.27E-03
01PLANT.Sonchus arvensis,08BIRD.Columba palumbus,1.81E-01
01PLANT.Sonchus arvensis,08BIRD.Corvus frugilegus,7.68E-02
01PLANT.Sonchus arvensis,08BIRD.Emberiza citrinella,4.24E-04
01PLANT.Sonchus arvensis,08BIRD.Fringilla coelebs,1.10E-04
01PLANT.Sonchus arvensis,08BIRD.Passer domesticus,9.76E-03
01PLANT.Sonchus arvensis,08BIRD.Streptopelia decaocto,7.50E-03
01PLANT.Sonchus asper/oleraceus,08BIRD.Alectoris rufa,1.68E+00
01PLANT.Sonchus asper/oleraceus,08BIRD.Carduelis cannabina,8.10E-02
01PLANT.Sonchus asper/oleraceus,08BIRD.Carduelis carduelis,2.03E+01
01PLANT.Sonchus asper/oleraceus,08BIRD.Carduelis chloris,1.85E+00
01PLANT.Sonchus asper/oleraceus,08BIRD.Emberiza citrinella,8.56E-02
01PLANT.Sonchus asper/oleraceus,08BIRD.Fringilla coelebs,1.39E-01
01PLANT.Sonchus asper/oleraceus,08BIRD.Passer domesticus,8.77E-01
01PLANT.Spergula arvensis,08BIRD.Alectoris rufa,1.41E-02
01PLANT.Spergula arvensis,08BIRD.Corvus monedula,4.56E-02
01PLANT.Spergula arvensis,08BIRD.Emberiza citrinella,2.06E-02
01PLANT.Spergula arvensis,08BIRD.Fringilla coelebs,1.61E-02
01PLANT.Stachys sylvatica,08BIRD.Alauda arvensis,1.56E+00
01PLANT.Stachys sylvatica,08BIRD.Alectoris rufa,1.15E+00
01PLANT.Stachys sylvatica,08BIRD.Fringilla coelebs,1.09E-01
01PLANT.Stellaria graminea,08BIRD.Alectoris rufa,5.61E-01
01PLANT.Stellaria graminea,08BIRD.Corvus frugilegus,6.48E-01
01PLANT.Stellaria graminea,08BIRD.Emberiza citrinella,9.59E-02
01PLANT.Stellaria graminea,08BIRD.Fringilla coelebs,2.02E-01
01PLANT.Stellaria graminea,08BIRD.Passer domesticus,8.50E-03
01PLANT.Stellaria media,08BIRD.Alectoris rufa,3.37E+00
01PLANT.Stellaria media,08BIRD.Carduelis cannabina,7.48E-03
01PLANT.Stellaria media,08BIRD.Carduelis carduelis,1.73E-01
01PLANT.Stellaria media,08BIRD.Carduelis chloris,4.10E-02
01PLANT.Stellaria media,08BIRD.Columba palumbus,1.35E-01
01PLANT.Stellaria media,08BIRD.Emberiza citrinella,8.71E-01
01PLANT.Stellaria media,08BIRD.Fringilla coelebs,1.39E+00
01PLANT.Stellaria media,08BIRD.Passer domesticus,4.75E-02
01PLANT.Taraxacum officinale,08BIRD.Alectoris rufa,2.18E-03
01PLANT.Taraxacum officinale,08BIRD.Carduelis cannabina,2.58E-05
01PLANT.Taraxacum officinale,08BIRD.Carduelis carduelis,5.53E-03
01PLANT.Taraxacum officinale,08BIRD.Carduelis chloris,1.33E-03
01PLANT.Taraxacum officinale,08BIRD.Columba palumbus,9.30E-02
01PLANT.Taraxacum officinale,08BIRD.Corvus frugilegus,6.85E-03
01PLANT.Taraxacum officinale,08BIRD.Emberiza citrinella,2.70E-04
01PLANT.Taraxacum officinale,08BIRD.Fringilla coelebs,8.19E-05
01PLANT.Taraxacum officinale,08BIRD.Passer domesticus,1.72E-05
01PLANT.Trifolium dubium,08BIRD.Alectoris rufa,3.00E-02
01PLANT.Trifolium dubium,08BIRD.Carduelis chloris,4.50E-04
01PLANT.Trifolium dubium,08BIRD.Columba palumbus,2.39E-02
01PLANT.Trifolium dubium,08BIRD.Corvus monedula,9.66E-04
01PLANT.Trifolium dubium,08BIRD.Fringilla coelebs,2.35E-03
01PLANT.Trifolium pratense/repens,08BIRD.Alectoris rufa,1.71E+00
01PLANT.Trifolium pratense/repens,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Trifolium pratense/repens,08BIRD.Carduelis carduelis,6.51E-01
01PLANT.Trifolium pratense/repens,08BIRD.Carduelis chloris,5.79E-02
01PLANT.Trifolium pratense/repens,08BIRD.Columba palumbus,4.52E+00
01PLANT.Trifolium pratense/repens,08BIRD.Corvus monedula,1.15E-01
01PLANT.Trifolium pratense/repens,08BIRD.Emberiza citrinella,6.38E-02
01PLANT.Trifolium pratense/repens,08BIRD.Fringilla coelebs,1.02E-01
01PLANT.Trifolium pratense/repens,08BIRD.Streptopelia decaocto,1.47E+00
01PLANT.Triticum aestivum,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Triticum aestivum,08BIRD.Alectoris rufa,1.63E+01
01PLANT.Triticum aestivum,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Triticum aestivum,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Triticum aestivum,08BIRD.Carduelis chloris,2.88E+00
01PLANT.Triticum aestivum,08BIRD.Columba palumbus,2.16E+01
01PLANT.Triticum aestivum,08BIRD.Corvus frugilegus,9.25E+01
01PLANT.Triticum aestivum,08BIRD.Corvus monedula,1.63E+01
01PLANT.Triticum aestivum,08BIRD.Emberiza citrinella,2.13E+00
01PLANT.Triticum aestivum,08BIRD.Fringilla coelebs,5.42E+00
01PLANT.Triticum aestivum,08BIRD.Passer domesticus,6.79E-01
01PLANT.Urtica dioica,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Urtica dioica,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Urtica dioica,08BIRD.Carduelis carduelis,7.43E-01
01PLANT.Urtica dioica,08BIRD.Columba palumbus,2.77E-01
01PLANT.Urtica dioica,08BIRD.Emberiza citrinella,5.73E+00
01PLANT.Urtica dioica,08BIRD.Passer domesticus,2.70E-01
01PLANT.Veronica arvensis,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Veronica arvensis,08BIRD.Carduelis cannabina,4.09E-03
01PLANT.Veronica arvensis,08BIRD.Columba palumbus,1.16E-01
01PLANT.Veronica hederifolia,08BIRD.Alectoris rufa,6.11E-02
01PLANT.Veronica hederifolia,08BIRD.Carduelis cannabina,1.32E-04
01PLANT.Veronica hederifolia,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Veronica hederifolia,08BIRD.Carduelis chloris,5.22E-02
01PLANT.Veronica hederifolia,08BIRD.Columba palumbus,9.13E-04
01PLANT.Veronica hederifolia,08BIRD.Corvus frugilegus,2.84E-01
01PLANT.Veronica hederifolia,08BIRD.Emberiza citrinella,6.52E-02
01PLANT.Veronica persica,08BIRD.Carduelis cannabina,2.28E-02
01PLANT.Veronica persica,08BIRD.Columba palumbus,1.57E-01
01PLANT.Vicia hirsute,08BIRD.Alectoris rufa,1.23E+00
01PLANT.Vicia hirsute,08BIRD.Carduelis chloris,2.17E-02
01PLANT.Vicia hirsute,08BIRD.Columba palumbus,1.12E+00
01PLANT.Vicia hirsute,08BIRD.Corvus frugilegus,6.45E-01
01PLANT.Vicia hirsute,08BIRD.Corvus monedula,4.02E-02
01PLANT.Vicia hirsute,08BIRD.Emberiza citrinella,2.24E-02
01PLANT.Vicia hirsute,08BIRD.Passer domesticus,6.95E-03
01PLANT.Vicia sepium,08BIRD.Alectoris rufa,8.71E-03
01PLANT.Vicia sepium,08BIRD.Carduelis chloris,1.31E-04
01PLANT.Vicia sepium,08BIRD.Columba palumbus,6.93E-03
01PLANT.Vicia sepium,08BIRD.Corvus frugilegus,2.63E-03
01PLANT.Vicia sepium,08BIRD.Corvus monedula,2.80E-04
01PLANT.Vicia sepium,08BIRD.Emberiza citrinella,1.13E-04
01PLANT.Vicia sepium,08BIRD.Passer domesticus,5.06E-05
01PLANT.Viola arvensis,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Viola arvensis,08BIRD.Fringilla coelebs,1.04E-01
01PLANT.Acer campestre,09MAMMAL.Apodemus flavicollis,3.18E+00
01PLANT.Acer campestre,09MAMMAL.Apodemus sylvaticus,1.31E+01
01PLANT.Acer campestre,09MAMMAL.Micromys minutus,8.25E-01
01PLANT.Acer campestre,09MAMMAL.Myodes glareolus,1.31E+01
"01PLANT.Acer pseudoplatanus,",09MAMMAL.Apodemus flavicollis,3.60E-01
"01PLANT.Acer pseudoplatanus,",09MAMMAL.Apodemus sylvaticus,3.76E+00
"01PLANT.Acer pseudoplatanus,",09MAMMAL.Micromys minutus,2.16E-02
"01PLANT.Acer pseudoplatanus,",09MAMMAL.Myodes glareolus,6.79E+00
01PLANT.Chenopodium sp.,09MAMMAL.Apodemus sylvaticus,6.19E+01
01PLANT.Chenopodium sp.,09MAMMAL.Micromys minutus,6.77E-03
01PLANT.Chenopodium sp.,09MAMMAL.Myodes glareolus,1.64E-02
01PLANT.Corylus avellana,09MAMMAL.Apodemus flavicollis,5.56E-01
01PLANT.Corylus avellana,09MAMMAL.Apodemus sylvaticus,3.73E+00
01PLANT.Corylus avellana,09MAMMAL.Myodes glareolus,6.07E+00
01PLANT.Crataegus monogyna,09MAMMAL.Apodemus flavicollis,1.38E+00
01PLANT.Crataegus monogyna,09MAMMAL.Apodemus sylvaticus,7.36E+00
01PLANT.Crataegus monogyna,09MAMMAL.Micromys minutus,4.33E-01
01PLANT.Crataegus monogyna,09MAMMAL.Myodes glareolus,2.95E+00
01PLANT.Fallopia convolvulus,09MAMMAL.Apodemus sylvaticus,1.85E+00
01PLANT.Fraxinus excelsior,09MAMMAL.Apodemus flavicollis,4.69E-01
01PLANT.Fraxinus excelsior,09MAMMAL.Apodemus sylvaticus,9.09E+00
01PLANT.Fraxinus excelsior,09MAMMAL.Micromys minutus,2.21E-02
01PLANT.Fraxinus excelsior,09MAMMAL.Myodes glareolus,2.10E+01
01PLANT.Geranium dissectum,09MAMMAL.Apodemus sylvaticus,1.07E-02
01PLANT.Geranium robertianum,09MAMMAL.Apodemus sylvaticus,4.65E-02
01PLANT.Geranium robertianum,09MAMMAL.Myodes glareolus,3.39E-02
01PLANT.Glechoma hederacea,09MAMMAL.Apodemus sylvaticus,2.48E-02
01PLANT.Glechoma hederacea,09MAMMAL.Myodes glareolus,1.81E-02
01PLANT.Hyacinthoides non-scripta,09MAMMAL.Apodemus sylvaticus,2.15E-01
01PLANT.Hyacinthoides non-scripta,09MAMMAL.Myodes glareolus,5.31E-01
01PLANT.Lamium purpureum,09MAMMAL.Apodemus sylvaticus,3.38E-02
01PLANT.Lamium purpureum,09MAMMAL.Myodes glareolus,7.31E-03
01PLANT.Mercurialis perennis,09MAMMAL.Apodemus sylvaticus,2.31E-02
01PLANT.Mercurialis perennis,09MAMMAL.Myodes glareolus,1.69E-02
01PLANT.Persicaria sp.,09MAMMAL.Apodemus sylvaticus,7.81E+01
01PLANT.Poaceae,09MAMMAL.Apodemus flavicollis,1.82E+01
01PLANT.Poaceae,09MAMMAL.Apodemus sylvaticus,7.35E+02
01PLANT.Poaceae,09MAMMAL.Micromys minutus,2.06E+01
01PLANT.Poaceae,09MAMMAL.Myodes glareolus,3.60E+02
01PLANT.Polygonum sp.,09MAMMAL.Apodemus sylvaticus,1.34E+01
01PLANT.Prunus spinosa,09MAMMAL.Apodemus flavicollis,4.20E-01
01PLANT.Prunus spinosa,09MAMMAL.Apodemus sylvaticus,3.53E+00
01PLANT.Prunus spinosa,09MAMMAL.Myodes glareolus,5.60E+00
01PLANT.Quercus robur,09MAMMAL.Apodemus flavicollis,3.63E+00
01PLANT.Quercus robur,09MAMMAL.Apodemus sylvaticus,6.39E+01
01PLANT.Quercus robur,09MAMMAL.Myodes glareolus,6.94E+01
01PLANT.Rosa sp.,09MAMMAL.Apodemus flavicollis,3.41E-01
01PLANT.Rosa sp.,09MAMMAL.Apodemus sylvaticus,1.16E+00
01PLANT.Rosa sp.,09MAMMAL.Micromys minutus,1.07E-01
01PLANT.Rosa sp.,09MAMMAL.Myodes glareolus,5.36E-01
01PLANT.Rubus fruticosus,09MAMMAL.Apodemus flavicollis,2.77E+00
01PLANT.Rubus fruticosus,09MAMMAL.Apodemus sylvaticus,1.76E+01
01PLANT.Rubus fruticosus,09MAMMAL.Micromys minutus,8.46E-01
01PLANT.Rubus fruticosus,09MAMMAL.Myodes glareolus,9.66E+00
01PLANT.Rumex sp.,09MAMMAL.Apodemus flavicollis,1.74E+00
01PLANT.Rumex sp.,09MAMMAL.Apodemus sylvaticus,3.90E+01
01PLANT.Rumex sp.,09MAMMAL.Micromys minutus,4.22E-01
01PLANT.Rumex sp.,09MAMMAL.Myodes glareolus,1.78E+01
01PLANT.Sambucus nigra,09MAMMAL.Apodemus flavicollis,4.32E-02
01PLANT.Sambucus nigra,09MAMMAL.Apodemus sylvaticus,2.71E-01
01PLANT.Sambucus nigra,09MAMMAL.Micromys minutus,1.36E-02
01PLANT.Sambucus nigra,09MAMMAL.Myodes glareolus,2.15E-01
01PLANT.Sherardia arvensis,09MAMMAL.Apodemus sylvaticus,2.23E-02
01PLANT.Sinapis arvensis,09MAMMAL.Apodemus sylvaticus,5.92E-01
01PLANT.Stachys sylvatica,09MAMMAL.Apodemus flavicollis,9.05E-03
01PLANT.Stachys sylvatica,09MAMMAL.Apodemus sylvaticus,3.07E-02
01PLANT.Stachys sylvatica,09MAMMAL.Micromys minutus,2.84E-03
01PLANT.Stachys sylvatica,09MAMMAL.Myodes glareolus,1.42E-02
01PLANT.Stellaria graminea,09MAMMAL.Apodemus flavicollis,3.07E-03
01PLANT.Stellaria graminea,09MAMMAL.Apodemus sylvaticus,1.79E-01
01PLANT.Stellaria graminea,09MAMMAL.Myodes glareolus,4.84E-03
01PLANT.Stellaria media,09MAMMAL.Myodes glareolus,3.28E-06
01PLANT.Trifolium pratense/repens,09MAMMAL.Apodemus sylvaticus,1.10E+00
01PLANT.Triticum aestivum,09MAMMAL.Apodemus sylvaticus,5.63E-01
01PLANT.Urtica dioica,09MAMMAL.Apodemus sylvaticus,9.07E+00
01PLANT.Urtica dioica,09MAMMAL.Myodes glareolus,6.73E+00
01PLANT.Vicia hirsute,09MAMMAL.Apodemus sylvaticus,3.83E+00
01PLANT.Vicia sepium,09MAMMAL.Apodemus sylvaticus,1.09E-04
01PLANT.Bellis perennis,12BFLY.Pieris rapae,1.50E-01
01PLANT.Brassica napus,12BFLY.Pieris rapae,5.34E+00
01PLANT.Cardamine pratensis,12BFLY.Inachis io,4.98E+00
01PLANT.Cirsium arvense,12BFLY.Aglais urticae,9.66E+00
01PLANT.Cirsium arvense,12BFLY.Aphantopus hyperantus,1.79E+01
01PLANT.Cirsium arvense,12BFLY.Inachis io,7.11E+01
01PLANT.Cirsium arvense,12BFLY.Maniola jurtina,1.50E+02
01PLANT.Cirsium arvense,12BFLY.Ochlodes sylvanus,7.62E-01
01PLANT.Cirsium arvense,12BFLY.Pieris brassicae,7.05E+01
01PLANT.Cirsium arvense,12BFLY.Pieris napi,3.86E+01
01PLANT.Cirsium arvense,12BFLY.Pieris rapae,2.48E+00
01PLANT.Cirsium arvense,12BFLY.Polygonia c-album,2.15E-01
01PLANT.Cirsium arvense,12BFLY.Polyommatus icarus,2.27E+00
01PLANT.Cirsium arvense,12BFLY.Pyronia tithonus,3.90E+01
01PLANT.Cirsium arvense,12BFLY.Thymelicus sylvestris,2.27E-01
01PLANT.Cirsium arvense,12BFLY.Vanessa atalanta,1.25E+01
01PLANT.Cirsium vulgare,12BFLY.Aglais urticae,7.68E-01
01PLANT.Cirsium vulgare,12BFLY.Aphantopus hyperantus,9.54E-02
01PLANT.Cirsium vulgare,12BFLY.Inachis io,8.89E-01
01PLANT.Cirsium vulgare,12BFLY.Maniola jurtina,2.90E+00
01PLANT.Cirsium vulgare,12BFLY.Pieris brassicae,2.56E+00
01PLANT.Cirsium vulgare,12BFLY.Pieris napi,1.39E+00
01PLANT.Cirsium vulgare,12BFLY.Pieris rapae,3.67E-01
01PLANT.Cirsium vulgare,12BFLY.Polygonia c-album,4.14E-03
01PLANT.Cirsium vulgare,12BFLY.Pyronia tithonus,2.73E+00
01PLANT.Cirsium vulgare,12BFLY.Vanessa atalanta,7.81E-01
01PLANT.Conolvulus/Calystegia,12BFLY.Pieris rapae,9.99E-01
01PLANT.Epilobium sp.,12BFLY.Pieris brassicae,1.06E+01
01PLANT.Glechoma hederacea,12BFLY.Pieris napi,3.51E+00
01PLANT.Heracleum sphondylium,12BFLY.Maniola jurtina,2.66E-01
01PLANT.Hyacinthoides non-scripta,12BFLY.Inachis io,8.55E+00
01PLANT.Hyacinthoides non-scripta,12BFLY.Pieris rapae,8.47E+00
01PLANT.Hypochaeris/ Crepis sp.,12BFLY.Aglais urticae,1.08E+01
01PLANT.Hypochaeris/ Crepis sp.,12BFLY.Inachis io,1.62E+01
01PLANT.Ligustrum vulgare,12BFLY.Pyronia tithonus,2.10E+00
01PLANT.Lotus corniculatus,12BFLY.Ochlodes sylvanus,1.68E-01
01PLANT.Lotus corniculatus,12BFLY.Pieris rapae,5.02E+00
01PLANT.Matricaria recutita,12BFLY.Maniola jurtina,7.22E+02
01PLANT.Matricaria recutita,12BFLY.Thymelicus sylvestris,5.68E+01
01PLANT.Medicago sativa ssp. sativa,12BFLY.Pieris brassicae,1.15E+02
01PLANT.Medicago sativa ssp. sativa,12BFLY.Pieris napi,3.19E+01
01PLANT.Medicago sativa ssp. sativa,12BFLY.Polyommatus icarus,2.77E+00
01PLANT.Medicago sativa ssp. sativa,12BFLY.Thymelicus sylvestris,2.73E+01
01PLANT.Mentha arvensis,12BFLY.Pyronia tithonus,3.89E+00
01PLANT.Prunella vulgaris,12BFLY.Maniola jurtina,1.01E+02
01PLANT.Ranunculus repens,12BFLY.Lycaena phlaeas,2.87E+01
01PLANT.Ranunculus repens,12BFLY.Maniola jurtina,3.56E+03
01PLANT.Ranunculus repens,12BFLY.Pieris napi,1.41E+02
01PLANT.Ranunculus repens,12BFLY.Pieris rapae,1.59E+02
01PLANT.Rubus fruticosus,12BFLY.Aglais urticae,4.99E+00
01PLANT.Rubus fruticosus,12BFLY.Inachis io,4.00E+01
01PLANT.Rubus fruticosus,12BFLY.Maniola jurtina,1.76E+02
01PLANT.Rubus fruticosus,12BFLY.Ochlodes sylvanus,1.69E+00
01PLANT.Rubus fruticosus,12BFLY.Pararge aegeria,9.64E+00
01PLANT.Rubus fruticosus,12BFLY.Pieris rapae,1.21E+01
01PLANT.Rubus fruticosus,12BFLY.Polygonia c-album,9.90E+00
01PLANT.Rubus fruticosus,12BFLY.Pyronia tithonus,1.64E+02
01PLANT.Rubus fruticosus,12BFLY.Vanessa atalanta,2.49E+01
01PLANT.Senacio jacobaea,12BFLY.Pyronia tithonus,2.57E+00
01PLANT.Silene dioica,12BFLY.Pieris brassicae,5.06E+00
01PLANT.Sinapis arvensis,12BFLY.Pieris rapae,4.41E+01
01PLANT.Taraxacum officinale,12BFLY.Aglais urticae,5.22E+01
01PLANT.Taraxacum officinale,12BFLY.Inachis io,1.67E+02
01PLANT.Taraxacum officinale,12BFLY.Lycaena phlaeas,7.07E-01
01PLANT.Taraxacum officinale,12BFLY.Pararge aegeria,1.75E+01
01PLANT.Taraxacum officinale,12BFLY.Pieris brassicae,8.30E+00
01PLANT.Torilis japonica,12BFLY.Pyronia tithonus,3.94E+01
01PLANT.Trifolium pratense/repens,12BFLY.Lycaena phlaeas,4.12E+01
01PLANT.Trifolium pratense/repens,12BFLY.Ochlodes sylvanus,6.08E+01
01PLANT.Trifolium pratense/repens,12BFLY.Pieris rapae,1.39E+02
01PLANT.Trifolium pratense/repens,12BFLY.Polyommatus icarus,5.90E+01
01PLANT.Trifolium pratense/repens,12BFLY.Pyronia tithonus,3.43E+02
01PLANT.Trifolium pratense/repens,12BFLY.Thymelicus sylvestris,2.47E+01
01PLANT.Trifolium pratense/repens,12BFLY.Vanessa cardui,4.74E+01
01PLANT.Vicia sativa,12BFLY.Ochlodes sylvanus,1.23E+00
01PLANT.Vicia sativa,12BFLY.Pieris napi,1.49E+00
01PLANT.Cirsium arvense,13SFPARA.Bracon praecox,2.06E+03
01PLANT.Cirsium arvense,13SFPARA.Pteromalus albipennis,2.47E+04
01PLANT.Cirsium vulgare,13SFPARA.Bracon immutator,1.11E+03
01PLANT.Cirsium vulgare,13SFPARA.Bracon osculator,5.52E+02
01PLANT.Cirsium vulgare,13SFPARA.Crataepus marbis,3.31E+03
01PLANT.Cirsium vulgare,13SFPARA.Eurytoma sp A,5.52E+02
01PLANT.Cirsium vulgare,13SFPARA.Eurytoma sp B,5.52E+02
01PLANT.Cirsium vulgare,13SFPARA.Pterandrophysalis levantina,1.11E+03
01PLANT.Cirsium vulgare,13SFPARA.Pteromalus beryllii,1.17E+03
01PLANT.Cirsium vulgare,13SFPARA.Pteromalus elevatus,1.11E+03
01PLANT.Trifolium pratense/repens,13SFPARA.Aprostocetus sp,1.11E+03
01PLANT.Trifolium pratense/repens,13SFPARA.Mesopolobus incultus,4.00E+05
01PLANT.Trifolium pratense/repens,13SFPARA.Spintherus dubius,4.14E+04
01PLANT.Trifolium pratense/repens,13SFPARA.Triaspis floricola,2.21E+03
01PLANT.Trifolium pratense/repens,13SFPARA.Trichomalus campestris,9.25E+04
01PLANT.Trifolium pratense/repens,13SFPARA.Trichomalus rufinus,7.61E+04
01PLANT.Vicia sativa,13SFPARA.Pteromalus sequester-group,1.66E+03
01PLANT.Acer campestre,14FLEA.Amalaraeus penicilliger mustelae,1.27E+01
01PLANT.Acer campestre,14FLEA.Ctenophthalmus nobilis vulgaris,6.65E+00
01PLANT.Acer campestre,14FLEA.Hystrichopsylla talpae talpae,1.60E+00
01PLANT.Acer campestre,14FLEA.Ixodes trianguliceps,4.85E-01
01PLANT.Acer campestre,14FLEA.Megabothris turbidus,1.84E+00
